Suburb,Quarter,Price,Year
Ringwood East,2018Q2,805000.0,2018
Ringwood East,2018Q3,888500.0,2018
Ringwood East,2018Q4,800000.0,2018
Ringwood East,2019Q1,750000.0,2019
Ringwood East,2019Q2,780500.0,2019
Ringwood East,2019Q3,783000.0,2019
Ringwood North,2017Q1,1005000.0,2017
Ringwood North,2017Q2,755000.0,2017
Ringwood North,2017Q3,985000.0,2017
Ringwood North,2017Q4,907500.0,2017
Ringwood North,2018Q1,980000.0,2018
Ringwood North,2018Q3,911000.0,2018
Ringwood North,2018Q4,872500.0,2018
Ringwood North,2019Q1,887500.0,2019
Ringwood North,2019Q2,761500.0,2019
Ringwood North,2019Q3,874000.0,2019
Rippleside,2018Q3,1027500.0,2018
Rippleside,2018Q4,747500.0,2018
Rippleside,2019Q1,600000.0,2019
Rippleside,2019Q2,742500.0,2019
Rippleside,2019Q3,810000.0,2019
Ripponlea,2016Q4,1639500.0,2016
Ripponlea,2017Q2,1005000.0,2017
Ripponlea,2018Q2,1380000.0,2018
Robinvale,2018Q3,170000.0,2018
Robinvale,2018Q4,195000.0,2018
Robinvale,2019Q1,202500.0,2019
Robinvale,2019Q2,347500.0,2019
Robinvale,2019Q3,241500.0,2019
Rochester,2018Q3,260000.0,2018
Rochester,2018Q4,222500.0,2018
Rochester,2019Q1,229000.0,2019
Rochester,2019Q2,240000.0,2019
Rochester,2019Q3,260000.0,2019
Rockbank,2017Q1,340000.0,2017
Rockbank,2017Q4,620000.0,2017
Rockbank,2018Q1,767500.0,2018
Rockbank,2018Q3,500000.0,2018
Rockbank,2018Q4,540000.0,2018
Rockbank,2019Q1,540000.0,2019
Rockbank,2019Q2,489000.0,2019
Rockbank,2019Q3,489000.0,2019
Romsey,2018Q3,575000.0,2018
Romsey,2018Q4,570000.0,2018
Romsey,2019Q1,515000.0,2019
Romsey,2019Q2,565000.0,2019
Romsey,2019Q3,610000.0,2019
Rosanna,2016Q1,1030750.0,2016
Rosanna,2016Q2,870000.0,2016
Rosanna,2016Q3,926500.0,2016
Rosanna,2016Q4,1050500.0,2016
Rosanna,2017Q1,992500.0,2017
Rosanna,2017Q2,1125000.0,2017
Rosanna,2017Q3,1192000.0,2017
Rosanna,2017Q4,1145000.0,2017
Rosanna,2018Q1,1040000.0,2018
Rosanna,2018Q3,1086000.0,2018
Rosanna,2018Q4,937500.0,2018
Rosanna,2019Q1,910000.0,2019
Rosanna,2019Q2,910000.0,2019
Rosanna,2019Q3,1060000.0,2019
Rosebud,2018Q3,572500.0,2018
Rosebud,2018Q4,572000.0,2018
Rosebud,2019Q1,567500.0,2019
Rosebud,2019Q2,536000.0,2019
Rosebud,2019Q3,542500.0,2019
Rosebud South,2018Q3,715000.0,2018
Rosebud South,2018Q4,780000.0,2018
Rosebud South,2019Q1,635000.0,2019
Rosebud South,2019Q2,622000.0,2019
Rosebud South,2019Q3,677000.0,2019
Rosedale,2018Q3,243500.0,2018
Rosedale,2018Q4,288500.0,2018
Rosedale,2019Q1,296300.0,2019
Rosedale,2019Q2,296000.0,2019
Rosedale,2019Q3,177500.0,2019
Rowville,2017Q1,746000.0,2017
Rowville,2017Q2,952900.0,2017
Rowville,2017Q3,905000.0,2017
Rowville,2017Q4,970000.0,2017
Rowville,2018Q1,925000.0,2018
Rowville,2018Q2,956000.0,2018
Rowville,2018Q3,800000.0,2018
Rowville,2018Q4,821000.0,2018
Rowville,2019Q1,810500.0,2019
Rowville,2019Q2,779500.0,2019
Rowville,2019Q3,860000.0,2019
Roxburgh Park,2017Q1,470000.0,2017
Roxburgh Park,2017Q2,535500.0,2017
Roxburgh Park,2017Q3,510000.0,2017
Roxburgh Park,2017Q4,577500.0,2017
Roxburgh Park,2018Q1,600000.0,2018
Roxburgh Park,2018Q2,630000.0,2018
Roxburgh Park,2018Q3,555000.0,2018
Roxburgh Park,2018Q4,545200.0,2018
Roxburgh Park,2019Q1,537000.0,2019
Roxburgh Park,2019Q2,528500.0,2019
Roxburgh Park,2019Q3,545000.0,2019
Rushworth,2018Q3,187500.0,2018
Rushworth,2018Q4,320000.0,2018
Rushworth,2019Q1,180000.0,2019
Rushworth,2019Q2,182500.0,2019
Rushworth,2019Q3,162500.0,2019
Rutherglen,2018Q3,239500.0,2018
Rutherglen,2018Q4,310000.0,2018
Rutherglen,2019Q1,325000.0,2019
Rutherglen,2019Q2,259000.0,2019
Rutherglen,2019Q3,280000.0,2019
Rye,2018Q3,660300.0,2018
Rye,2018Q4,666000.0,2018
Rye,2019Q1,720000.0,2019
Rye,2019Q2,670000.0,2019
Rye,2019Q3,705000.0,2019
Safety Beach,2018Q3,798500.0,2018
Safety Beach,2018Q4,822500.0,2018
Safety Beach,2019Q1,795000.0,2019
Safety Beach,2019Q2,750000.0,2019
Safety Beach,2019Q3,805000.0,2019
Sailors Gully,2018Q3,315000.0,2018
Sailors Gully,2018Q4,270000.0,2018
Sailors Gully,2019Q1,270000.0,2019
Sailors Gully,2019Q2,282500.0,2019
Sailors Gully,2019Q3,282500.0,2019
Sale,2018Q3,275000.0,2018
Sale,2018Q4,328000.0,2018
Sale,2019Q1,330000.0,2019
Sale,2019Q2,348000.0,2019
Sale,2019Q3,305300.0,2019
San Remo,2018Q3,502500.0,2018
San Remo,2018Q4,540000.0,2018
San Remo,2019Q1,544500.0,2019
San Remo,2019Q2,537500.0,2019
San Remo,2019Q3,601000.0,2019
Sanctuary Lakes,2018Q3,632500.0,2018
Sanctuary Lakes,2018Q4,625000.0,2018
Sanctuary Lakes,2019Q1,622500.0,2019
Sanctuary Lakes,2019Q2,626500.0,2019
Sanctuary Lakes,2019Q3,617500.0,2019
Sandhurst,2017Q2,645000.0,2017
Sandhurst,2017Q3,665000.0,2017
Sandhurst,2018Q3,805800.0,2018
Sandhurst,2018Q4,880000.0,2018
Sandhurst,2019Q1,772500.0,2019
Sandhurst,2019Q2,820000.0,2019
Sandhurst,2019Q3,805000.0,2019
Sandringham,2017Q1,1792500.0,2017
Sandringham,2017Q2,2100000.0,2017
Sandringham,2017Q3,1743000.0,2017
Sandringham,2017Q4,1675000.0,2017
Sandringham,2018Q1,1795000.0,2018
Sandringham,2018Q2,850000.0,2018
Sandringham,2018Q3,2119800.0,2018
Sandringham,2018Q4,1720000.0,2018
Sandringham,2019Q1,1570000.0,2019
Sandringham,2019Q2,1615000.0,2019
Sandringham,2019Q3,1506300.0,2019
Sandy Point,2018Q3,384300.0,2018
Sandy Point,2018Q4,410000.0,2018
Sandy Point,2019Q1,455000.0,2019
Sandy Point,2019Q2,385000.0,2019
Sandy Point,2019Q3,410000.0,2019
Sassafras,2018Q3,770000.0,2018
Sassafras,2018Q4,750000.0,2018
Sassafras,2019Q1,750000.0,2019
Sassafras,2019Q2,845000.0,2019
Sassafras,2019Q3,767500.0,2019
Scoresby,2017Q2,833800.0,2017
Scoresby,2017Q3,981000.0,2017
Scoresby,2017Q4,1094500.0,2017
Scoresby,2018Q1,952000.0,2018
Scoresby,2018Q3,811000.0,2018
Scoresby,2018Q4,770000.0,2018
Scoresby,2019Q1,687500.0,2019
Scoresby,2019Q2,745000.0,2019
Scoresby,2019Q3,765900.0,2019
Sea Lake,2018Q3,76500.0,2018
Sea Lake,2018Q4,153500.0,2018
Sea Lake,2019Q1,101600.0,2019
Sea Lake,2019Q2,115000.0,2019
Sea Lake,2019Q3,135000.0,2019
Seabrook,2017Q1,570000.0,2017
Seabrook,2017Q3,590000.0,2017
Seabrook,2017Q4,759000.0,2017
Seabrook,2018Q3,645000.0,2018
Seabrook,2018Q4,607500.0,2018
Seabrook,2019Q1,606500.0,2019
Seabrook,2019Q2,640000.0,2019
Seabrook,2019Q3,578800.0,2019
Seaford,2017Q1,565000.0,2017
Seaford,2017Q2,795000.0,2017
Seaford,2017Q3,770000.0,2017
Seaford,2017Q4,850000.0,2017
Seaford,2018Q1,683000.0,2018
Seaford,2018Q2,635000.0,2018
Seaford,2018Q3,690000.0,2018
Seaford,2018Q4,675600.0,2018
Seaford,2019Q1,635000.0,2019
Seaford,2019Q2,589500.0,2019
Seaford,2019Q3,655500.0,2019
Seaholme,2016Q2,925000.0,2016
Seaholme,2016Q3,1182500.0,2016
Seaholme,2017Q1,1680000.0,2017
Seaholme,2017Q2,1410000.0,2017
Seaholme,2017Q4,852500.0,2017
Seaholme,2018Q1,850000.0,2018
Seaholme,2018Q2,1410000.0,2018
Seaholme,2018Q3,950000.0,2018
Seaholme,2018Q4,950000.0,2018
Seaholme,2019Q1,1037000.0,2019
Seaholme,2019Q2,1010000.0,2019
Seaholme,2019Q3,1200000.0,2019
Seaspray,2018Q3,215000.0,2018
Seaspray,2018Q4,260000.0,2018
Seaspray,2019Q1,192500.0,2019
Seaspray,2019Q2,265000.0,2019
Seaspray,2019Q3,370000.0,2019
Sebastopol,2018Q3,287900.0,2018
Sebastopol,2018Q4,305000.0,2018
Sebastopol,2019Q1,302500.0,2019
Sebastopol,2019Q2,291300.0,2019
Sebastopol,2019Q3,326000.0,2019
Seddon,2016Q1,1057500.0,2016
Seddon,2016Q2,965000.0,2016
Seddon,2016Q3,937500.0,2016
Seddon,2016Q4,972500.0,2016
Seddon,2017Q1,1056000.0,2017
Seddon,2017Q2,900000.0,2017
Seddon,2017Q3,1017500.0,2017
Seddon,2017Q4,1010000.0,2017
Seddon,2018Q1,1043500.0,2018
Seddon,2018Q3,1035000.0,2018
Seddon,2018Q4,990000.0,2018
Seddon,2019Q1,970000.0,2019
Seddon,2019Q2,960000.0,2019
Seddon,2019Q3,925000.0,2019
Selby,2018Q3,628500.0,2018
Selby,2018Q4,640000.0,2018
Selby,2019Q1,592000.0,2019
Selby,2019Q2,600000.0,2019
Selby,2019Q3,731000.0,2019
Seville,2018Q3,687000.0,2018
Seville,2018Q4,625000.0,2018
Seville,2019Q1,630000.0,2019
Seville,2019Q2,605000.0,2019
Seville,2019Q3,613300.0,2019
Seville East,2018Q3,540000.0,2018
Seville East,2018Q4,552800.0,2018
Seville East,2019Q1,570000.0,2019
Seville East,2019Q2,585000.0,2019
Seville East,2019Q3,509500.0,2019
Seymour,2018Q3,287500.0,2018
Seymour,2018Q4,300000.0,2018
Seymour,2019Q1,300000.0,2019
Seymour,2019Q2,275000.0,2019
Seymour,2019Q3,285000.0,2019
Shepparton,2018Q3,267500.0,2018
Shepparton,2018Q4,282500.0,2018
Shepparton,2019Q1,275000.0,2019
Shepparton,2019Q2,290000.0,2019
Shepparton,2019Q3,295000.0,2019
Shepparton North,2018Q3,325000.0,2018
Shepparton North,2018Q4,337500.0,2018
Shepparton North,2019Q1,400000.0,2019
Shepparton North,2019Q2,363800.0,2019
Shepparton North,2019Q3,420000.0,2019
Silvan,2017Q2,1077500.0,2017
Silverleaves,2018Q3,632500.0,2018
Silverleaves,2018Q4,745000.0,2018
Silverleaves,2019Q1,750000.0,2019
Silverleaves,2019Q2,494100.0,2019
Silverleaves,2019Q3,660000.0,2019
Skenes Creek,2018Q3,546500.0,2018
Skenes Creek,2018Q4,825000.0,2018
Skenes Creek,2019Q1,565000.0,2019
Skenes Creek,2019Q2,1200000.0,2019
Skenes Creek,2019Q3,880000.0,2019
Skipton,2018Q3,182500.0,2018
Skipton,2018Q4,143500.0,2018
Skipton,2019Q1,212500.0,2019
Skipton,2019Q2,220000.0,2019
Skipton,2019Q3,146000.0,2019
Skye,2017Q1,640000.0,2017
Skye,2017Q2,555698.0,2017
Skye,2017Q3,507500.0,2017
Skye,2018Q3,600000.0,2018
Skye,2018Q4,581300.0,2018
Skye,2019Q1,591300.0,2019
Skye,2019Q2,575000.0,2019
Skye,2019Q3,610000.0,2019
Smiths Beach,2018Q3,652500.0,2018
Smiths Beach,2018Q4,602000.0,2018
Smiths Beach,2019Q1,900000.0,2019
Smiths Beach,2019Q2,440000.0,2019
Smiths Beach,2019Q3,730000.0,2019
Soldiers Hill,2018Q3,465000.0,2018
Soldiers Hill,2018Q4,458000.0,2018
Soldiers Hill,2019Q1,545000.0,2019
Soldiers Hill,2019Q2,490000.0,2019
Soldiers Hill,2019Q3,462300.0,2019
Somers,2018Q3,845000.0,2018
Somers,2018Q4,795000.0,2018
Somers,2019Q1,884800.0,2019
Somers,2019Q2,850000.0,2019
Somers,2019Q3,945000.0,2019
Somerville,2018Q3,603500.0,2018
Somerville,2018Q4,627000.0,2018
Somerville,2019Q1,573800.0,2019
Somerville,2019Q2,598000.0,2019
Somerville,2019Q3,610000.0,2019
Sorrento,2018Q3,1237500.0,2018
Sorrento,2018Q4,1475000.0,2018
Sorrento,2019Q1,1560000.0,2019
Sorrento,2019Q2,1325000.0,2019
Sorrento,2019Q3,1500000.0,2019
South Dudley,2018Q3,297500.0,2018
South Dudley,2018Q4,270000.0,2018
South Dudley,2019Q1,337500.0,2019
South Dudley,2019Q2,323000.0,2019
South Dudley,2019Q3,841500.0,2019
South Geelong,2018Q3,511300.0,2018
South Geelong,2018Q4,676000.0,2018
South Geelong,2019Q1,757500.0,2019
South Geelong,2019Q2,731000.0,2019
South Geelong,2019Q3,677300.0,2019
South Kingsville,2016Q2,941000.0,2016
South Kingsville,2016Q3,420000.0,2016
South Kingsville,2016Q4,985000.0,2016
South Kingsville,2017Q1,790000.0,2017
South Kingsville,2017Q2,995000.0,2017
South Kingsville,2017Q3,1014500.0,2017
South Kingsville,2017Q4,1320000.0,2017
South Kingsville,2018Q1,1030000.0,2018
South Kingsville,2018Q3,855000.0,2018
South Kingsville,2018Q4,860000.0,2018
South Kingsville,2019Q1,909500.0,2019
South Kingsville,2019Q2,780000.0,2019
South Kingsville,2019Q3,807500.0,2019
South Melbourne,2016Q1,1477500.0,2016
South Melbourne,2016Q2,1510000.0,2016
South Melbourne,2016Q3,1250000.0,2016
South Melbourne,2016Q4,2037500.0,2016
South Melbourne,2017Q1,1083500.0,2017
South Melbourne,2017Q2,1756000.0,2017
South Melbourne,2017Q3,1200000.0,2017
South Melbourne,2017Q4,1800000.0,2017
South Melbourne,2018Q1,1795000.0,2018
South Melbourne,2018Q3,1462500.0,2018
South Melbourne,2018Q4,1450000.0,2018
South Melbourne,2019Q1,1200000.0,2019
South Melbourne,2019Q2,1205000.0,2019
South Melbourne,2019Q3,1480000.0,2019
South Morang,2017Q1,645500.0,2017
South Morang,2017Q2,545000.0,2017
South Morang,2017Q3,621000.0,2017
South Morang,2017Q4,651000.0,2017
South Morang,2018Q1,681000.0,2018
South Morang,2018Q2,646000.0,2018
South Morang,2018Q3,640000.0,2018
South Morang,2018Q4,600000.0,2018
South Morang,2019Q1,605000.0,2019
South Morang,2019Q2,610000.0,2019
South Morang,2019Q3,618000.0,2019
South Yarra,2016Q1,1510000.0,2016
South Yarra,2016Q2,1540000.0,2016
South Yarra,2016Q3,1700000.0,2016
South Yarra,2016Q4,2365000.0,2016
South Yarra,2017Q1,1800000.0,2017
South Yarra,2017Q2,1710000.0,2017
South Yarra,2017Q3,1430000.0,2017
South Yarra,2017Q4,1700000.0,2017
South Yarra,2018Q1,2230000.0,2018
South Yarra,2018Q3,2296900.0,2018
South Yarra,2018Q4,1620000.0,2018
South Yarra,2019Q1,1713500.0,2019
South Yarra,2019Q2,1710000.0,2019
South Yarra,2019Q3,2088000.0,2019
Southbank,2016Q2,700000.0,2016
Southbank,2016Q3,815000.0,2016
Southbank,2016Q4,1220000.0,2016
Spotswood,2016Q1,1040000.0,2016
Spotswood,2016Q2,843000.0,2016
Spotswood,2016Q3,850000.0,2016
Spotswood,2016Q4,1052500.0,2016
Spotswood,2017Q1,775000.0,2017
Spotswood,2017Q2,1000000.0,2017
Spotswood,2017Q3,965000.0,2017
Spotswood,2017Q4,1200000.0,2017
Spotswood,2018Q1,1058500.0,2018
Spotswood,2018Q2,1060000.0,2018
Spotswood,2018Q3,1040000.0,2018
Spotswood,2018Q4,1085000.0,2018
Spotswood,2019Q1,1012500.0,2019
Spotswood,2019Q2,901000.0,2019
Spotswood,2019Q3,940000.0,2019
Spring Gully,2018Q3,415000.0,2018
Spring Gully,2018Q4,378000.0,2018
Spring Gully,2019Q1,405500.0,2019
Spring Gully,2019Q2,389000.0,2019
Spring Gully,2019Q3,345000.0,2019
Springvale,2017Q1,916250.0,2017
Springvale,2017Q2,770000.0,2017
Springvale,2017Q3,770000.0,2017
Springvale,2017Q4,777500.0,2017
Springvale,2018Q1,840500.0,2018
Springvale,2018Q3,813800.0,2018
Springvale,2018Q4,766500.0,2018
Springvale,2019Q1,730000.0,2019
Springvale,2019Q2,685000.0,2019
Springvale,2019Q3,732500.0,2019
Springvale South,2017Q1,850000.0,2017
Springvale South,2017Q3,750000.0,2017
Springvale South,2017Q4,821500.0,2017
Springvale South,2018Q3,697500.0,2018
Springvale South,2018Q4,705000.0,2018
Springvale South,2019Q1,670000.0,2019
Springvale South,2019Q2,640000.0,2019
Springvale South,2019Q3,685000.0,2019
St Albans,2017Q1,587500.0,2017
St Albans,2017Q2,615500.0,2017
St Albans,2017Q3,626000.0,2017
St Albans,2017Q4,675000.0,2017
St Albans,2018Q1,670000.0,2018
St Albans,2018Q2,650000.0,2018
St Albans,2018Q3,620000.0,2018
St Albans,2018Q4,615000.0,2018
St Albans,2019Q1,561000.0,2019
St Albans,2019Q2,552500.0,2019
St Albans,2019Q3,590000.0,2019
St Albans Park,2018Q3,450000.0,2018
St Albans Park,2018Q4,450000.0,2018
St Albans Park,2019Q1,413500.0,2019
St Albans Park,2019Q2,425000.0,2019
St Albans Park,2019Q3,420000.0,2019
St Andrews Beach,2018Q3,1065000.0,2018
St Andrews Beach,2018Q4,928000.0,2018
St Andrews Beach,2019Q1,810000.0,2019
St Andrews Beach,2019Q2,1725000.0,2019
St Andrews Beach,2019Q3,695000.0,2019
St Arnaud,2018Q3,125000.0,2018
St Arnaud,2018Q4,150000.0,2018
St Arnaud,2019Q1,131300.0,2019
St Arnaud,2019Q2,186500.0,2019
St Arnaud,2019Q3,152500.0,2019
St Helena,2017Q1,801000.0,2017
St Helena,2017Q2,1387000.0,2017
St Helena,2017Q3,897000.0,2017
St Helena,2017Q4,890000.0,2017
St Helena,2018Q1,933000.0,2018
St Helena,2018Q3,915000.0,2018
St Helena,2018Q4,913300.0,2018
St Helena,2019Q1,922000.0,2019
St Helena,2019Q2,866000.0,2019
St Helena,2019Q3,871000.0,2019
St Kilda,2016Q1,1782500.0,2016
St Kilda,2016Q2,1130000.0,2016
St Kilda,2016Q3,1237500.0,2016
St Kilda,2016Q4,2373750.0,2016
St Kilda,2017Q1,1315000.0,2017
St Kilda,2017Q2,1891000.0,2017
St Kilda,2017Q3,1150000.0,2017
St Kilda,2017Q4,1630000.0,2017
St Kilda,2018Q1,1865000.0,2018
St Kilda,2018Q2,1310000.0,2018
St Kilda,2018Q3,1941000.0,2018
St Kilda,2018Q4,1727500.0,2018
St Kilda,2019Q1,1582500.0,2019
St Kilda,2019Q2,1355000.0,2019
St Kilda,2019Q3,1293500.0,2019
St Kilda East,2018Q3,1550000.0,2018
St Kilda East,2018Q4,1620000.0,2018
St Kilda East,2019Q1,1735000.0,2019
St Kilda East,2019Q2,1425000.0,2019
St Kilda East,2019Q3,1320000.0,2019
St Kilda West,2018Q3,1640000.0,2018
St Kilda West,2018Q4,3255000.0,2018
St Kilda West,2019Q1,2420000.0,2019
St Kilda West,2019Q2,1718000.0,2019
St Kilda West,2019Q3,3025000.0,2019
St Leonards,2018Q3,591000.0,2018
St Leonards,2018Q4,580000.0,2018
St Leonards,2019Q1,568500.0,2019
St Leonards,2019Q2,520000.0,2019
St Leonards,2019Q3,563800.0,2019
Stanhope,2018Q3,134500.0,2018
Stanhope,2018Q4,126000.0,2018
Stanhope,2019Q1,174000.0,2019
Stanhope,2019Q2,158000.0,2019
Stanhope,2019Q3,97500.0,2019
Stawell,2018Q3,213500.0,2018
Stawell,2018Q4,192500.0,2018
Stawell,2019Q1,178800.0,2019
Stawell,2019Q2,185000.0,2019
Stawell,2019Q3,185000.0,2019
Stratford,2018Q3,319500.0,2018
Stratford,2018Q4,265800.0,2018
Stratford,2019Q1,300800.0,2019
Stratford,2019Q2,322500.0,2019
Stratford,2019Q3,336500.0,2019
Strathdale,2018Q3,390300.0,2018
Strathdale,2018Q4,403000.0,2018
Strathdale,2019Q1,420000.0,2019
Strathdale,2019Q2,492500.0,2019
Strathdale,2019Q3,467000.0,2019
Strathfieldsaye,2018Q3,455000.0,2018
Strathfieldsaye,2018Q4,418000.0,2018
Strathfieldsaye,2019Q1,475000.0,2019
Strathfieldsaye,2019Q2,447500.0,2019
Strathfieldsaye,2019Q3,492500.0,2019
Strathmerton,2018Q3,173800.0,2018
Strathmerton,2018Q4,215000.0,2018
Strathmerton,2019Q1,162500.0,2019
Strathmerton,2019Q2,190000.0,2019
Strathmerton,2019Q3,277500.0,2019
Strathmore,2016Q1,1053500.0,2016
Strathmore,2016Q2,1080000.0,2016
Strathmore,2016Q3,1292500.0,2016
Strathmore,2016Q4,1300000.0,2016
Strathmore,2017Q1,1280000.0,2017
Strathmore,2017Q2,972500.0,2017
Strathmore,2017Q3,1222500.0,2017
Strathmore,2017Q4,1340000.0,2017
Strathmore,2018Q1,1520000.0,2018
Strathmore,2018Q3,1147500.0,2018
Strathmore,2018Q4,1250000.0,2018
Strathmore,2019Q1,1260000.0,2019
Strathmore,2019Q2,1235500.0,2019
Strathmore,2019Q3,1312500.0,2019
Strathmore Heights,2016Q2,800000.0,2016
Strathmore Heights,2016Q3,780000.0,2016
Strathmore Heights,2016Q4,1095999.5,2016
Strathmore Heights,2017Q1,635500.0,2017
Strathmore Heights,2017Q3,1000000.0,2017
Strathmore Heights,2018Q1,1270000.0,2018
Strathmore Heights,2018Q3,822500.0,2018
Strathmore Heights,2018Q4,953500.0,2018
Strathmore Heights,2019Q1,755000.0,2019
Strathmore Heights,2019Q2,765000.0,2019
Strathmore Heights,2019Q3,920000.0,2019
Strathtulloh,2018Q3,425000.0,2018
Strathtulloh,2018Q4,570000.0,2018
Strathtulloh,2019Q1,430000.0,2019
Strathtulloh,2019Q2,426000.0,2019
Strathtulloh,2019Q3,540300.0,2019
Studfield,2018Q3,854000.0,2018
Studfield,2018Q4,870000.0,2018
Studfield,2019Q1,775000.0,2019
Studfield,2019Q2,680000.0,2019
Studfield,2019Q3,874000.0,2019
Sunbury,2017Q1,511000.0,2017
Sunbury,2017Q2,535000.0,2017
Sunbury,2017Q3,510000.0,2017
Sunbury,2017Q4,530000.0,2017
Sunbury,2018Q1,539500.0,2018
Sunbury,2018Q2,508000.0,2018
Sunbury,2018Q3,546000.0,2018
Sunbury,2018Q4,545000.0,2018
Sunbury,2019Q1,535000.0,2019
Sunbury,2019Q2,530500.0,2019
Sunbury,2019Q3,520000.0,2019
Sunderland Bay,2018Q3,455000.0,2018
Sunderland Bay,2018Q4,475000.0,2018
Sunderland Bay,2019Q1,575000.0,2019
Sunderland Bay,2019Q2,436300.0,2019
Sunderland Bay,2019Q3,335000.0,2019
Sunset Strip,2018Q3,390000.0,2018
Sunset Strip,2018Q4,402500.0,2018
Sunset Strip,2019Q1,423500.0,2019
Sunset Strip,2019Q2,395000.0,2019
Sunset Strip,2019Q3,460000.0,2019
Sunshine,2016Q1,710000.0,2016
Sunshine,2016Q2,608750.0,2016
Sunshine,2016Q3,675000.0,2016
Sunshine,2016Q4,762500.0,2016
Sunshine,2017Q1,765000.0,2017
Sunshine,2017Q2,807500.0,2017
Sunshine,2017Q3,760000.0,2017
Sunshine,2017Q4,785500.0,2017
Sunshine,2018Q1,853000.0,2018
Sunshine,2018Q2,1155500.0,2018
Sunshine,2018Q3,710000.0,2018
Sunshine,2018Q4,683500.0,2018
Sunshine,2019Q1,725000.0,2019
Sunshine,2019Q2,685000.0,2019
Sunshine,2019Q3,620000.0,2019
Sunshine North,2016Q1,683000.0,2016
Sunshine North,2016Q2,573000.0,2016
Sunshine North,2016Q3,607000.0,2016
Sunshine North,2016Q4,685000.0,2016
Sunshine North,2017Q1,680000.0,2017
Sunshine North,2017Q2,701000.0,2017
Sunshine North,2017Q3,630000.0,2017
Sunshine North,2017Q4,725000.0,2017
Sunshine North,2018Q1,700000.0,2018
Sunshine North,2018Q2,690000.0,2018
Sunshine North,2018Q3,650000.0,2018
Sunshine North,2018Q4,679000.0,2018
Sunshine North,2019Q1,580000.0,2019
Sunshine North,2019Q2,580000.0,2019
Sunshine North,2019Q3,610000.0,2019
Sunshine West,2016Q1,528000.0,2016
Sunshine West,2016Q2,540000.0,2016
Sunshine West,2016Q3,584000.0,2016
Sunshine West,2016Q4,570500.0,2016
Sunshine West,2017Q1,660000.0,2017
Sunshine West,2017Q2,692500.0,2017
Sunshine West,2017Q3,655000.0,2017
Sunshine West,2017Q4,735000.0,2017
Sunshine West,2018Q1,690000.0,2018
Sunshine West,2018Q2,680000.0,2018
Sunshine West,2018Q3,607500.0,2018
Sunshine West,2018Q4,619000.0,2018
Sunshine West,2019Q1,644500.0,2019
Sunshine West,2019Q2,600000.0,2019
Sunshine West,2019Q3,645000.0,2019
Surf Beach,2018Q3,460000.0,2018
Surf Beach,2018Q4,547500.0,2018
Surf Beach,2019Q1,540000.0,2019
Surf Beach,2019Q2,472500.0,2019
Surf Beach,2019Q3,617500.0,2019
Surrey Hills,2016Q1,2128000.0,2016
Surrey Hills,2016Q2,1835000.0,2016
Surrey Hills,2016Q3,1952500.0,2016
Surrey Hills,2016Q4,1864000.0,2016
Surrey Hills,2017Q1,1585000.0,2017
Surrey Hills,2017Q2,1552500.0,2017
Surrey Hills,2017Q3,1930000.0,2017
Surrey Hills,2017Q4,2290000.0,2017
Surrey Hills,2018Q1,1937500.0,2018
Surrey Hills,2018Q3,1894000.0,2018
Surrey Hills,2018Q4,1780000.0,2018
Surrey Hills,2019Q1,1804000.0,2019
Surrey Hills,2019Q2,1738000.0,2019
Surrey Hills,2019Q3,1931000.0,2019
Swan Hill,2018Q3,268500.0,2018
Swan Hill,2018Q4,244000.0,2018
Swan Hill,2019Q1,297500.0,2019
Swan Hill,2019Q2,283500.0,2019
Swan Hill,2019Q3,277500.0,2019
Sydenham,2017Q1,417000.0,2017
Sydenham,2017Q2,471000.0,2017
Sydenham,2017Q3,610000.0,2017
Sydenham,2017Q4,659500.0,2017
Sydenham,2018Q1,674000.0,2018
Sydenham,2018Q2,601000.0,2018
Sydenham,2018Q3,645500.0,2018
Sydenham,2018Q4,570000.0,2018
Sydenham,2019Q1,640000.0,2019
Sydenham,2019Q2,610000.0,2019
Sydenham,2019Q3,560000.0,2019
Syndal,2018Q3,1580500.0,2018
Syndal,2018Q4,1605000.0,2018
Syndal,2019Q1,1509000.0,2019
Syndal,2019Q2,1410000.0,2019
Syndal,2019Q3,1605000.0,2019
Tallangatta,2018Q3,220000.0,2018
Tallangatta,2018Q4,255000.0,2018
Tallangatta,2019Q1,248000.0,2019
Tallangatta,2019Q2,255000.0,2019
Tallangatta,2019Q3,225000.0,2019
Tarneit,2017Q1,526000.0,2017
Tarneit,2017Q2,505000.0,2017
Tarneit,2017Q3,520000.0,2017
Tarneit,2017Q4,560000.0,2017
Tarneit,2018Q1,548000.0,2018
Tarneit,2018Q2,527500.0,2018
Tarneit,2018Q3,575000.0,2018
Tarneit,2018Q4,547500.0,2018
Tarneit,2019Q1,560000.0,2019
Tarneit,2019Q2,540000.0,2019
Tarneit,2019Q3,561000.0,2019
Tatura,2018Q3,260000.0,2018
Tatura,2018Q4,260800.0,2018
Tatura,2019Q1,206000.0,2019
Tatura,2019Q2,369000.0,2019
Tatura,2019Q3,282000.0,2019
Tawonga South,2018Q3,316500.0,2018
Tawonga South,2018Q4,367000.0,2018
Tawonga South,2019Q1,384000.0,2019
Tawonga South,2019Q2,470000.0,2019
Tawonga South,2019Q3,383500.0,2019
Taylors Hill,2017Q1,642750.0,2017
