Suburb,Rooms,Type,Price,Date,Postcode,Bathroom,Car,Lattitude,Longtitude,Regionname,PriceRange,Year,Season,Month
Burwood,4,u,825000.0,2017-11-11,3125.0,1.0,1.0,-37.8513,145.1116,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Burwood East,3,h,1015000.0,2017-11-11,3151.0,1.0,2.0,-37.8584,145.1507,Eastern Metropolitan,1M - 3M,2017,Spring,November
Cairnlea,3,h,610000.0,2017-11-11,3023.0,2.0,2.0,-37.7513,144.7847,Western Metropolitan,0.1M - 1M,2017,Spring,November
Camberwell,3,h,1450000.0,2017-11-11,3124.0,1.0,1.0,-37.8395,145.0753,Southern Metropolitan,1M - 3M,2017,Spring,November
Camberwell,3,h,3010000.0,2017-11-11,3124.0,1.0,2.0,-37.8398,145.058,Southern Metropolitan,3M - 5M,2017,Spring,November
Camberwell,3,h,1665000.0,2017-11-11,3124.0,1.0,1.0,-37.8395,145.0753,Southern Metropolitan,1M - 3M,2017,Spring,November
Carlton North,3,h,1650000.0,2017-11-11,3054.0,1.0,1.0,-37.7831,144.9751,Northern Metropolitan,1M - 3M,2017,Spring,November
Carlton North,2,h,860000.0,2017-11-11,3054.0,1.0,1.0,-37.7893,144.9692,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Carnegie,2,t,655000.0,2017-11-11,3163.0,1.0,1.0,-37.8932,145.0568,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Carnegie,1,u,310000.0,2017-11-11,3163.0,1.0,1.0,-37.8932,145.0568,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Carrum,3,h,712500.0,2017-11-11,3197.0,1.0,2.0,-38.0723,145.1319,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Caulfield North,2,u,700000.0,2017-11-11,3161.0,1.0,1.0,-37.8677,145.0225,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Caulfield South,2,h,985000.0,2017-11-11,3162.0,1.0,1.0,-37.8946,145.0228,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Caulfield South,3,u,895000.0,2017-11-11,3162.0,1.0,1.0,-37.8946,145.0228,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Caulfield South,2,h,1100000.0,2017-11-11,3162.0,1.0,2.0,-37.8909,145.0328,Southern Metropolitan,1M - 3M,2017,Spring,November
Caulfield South,4,h,2850000.0,2017-11-11,3162.0,2.0,3.0,-37.8892,145.0145,Southern Metropolitan,1M - 3M,2017,Spring,November
Chelsea,2,u,520000.0,2017-11-11,3196.0,1.0,1.0,-38.0439,145.1248,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Chelsea,2,h,1080000.0,2017-11-11,3196.0,1.0,2.0,-38.0527,145.1143,South-Eastern Metropolitan,1M - 3M,2017,Spring,November
Chelsea Heights,4,h,872500.0,2017-11-11,3196.0,2.0,2.0,-38.0447,145.1327,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Cheltenham,3,t,1080000.0,2017-11-11,3192.0,1.0,1.0,-37.9651,145.0662,Southern Metropolitan,1M - 3M,2017,Spring,November
Cheltenham,3,t,1020000.0,2017-11-11,3192.0,1.0,1.0,-37.9651,145.0662,Southern Metropolitan,1M - 3M,2017,Spring,November
Cheltenham,4,h,900000.0,2017-11-11,3192.0,2.0,2.0,-37.9667,145.0796,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Clarinda,3,h,862000.0,2017-11-11,3169.0,1.0,2.0,-37.9431,145.111,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Clifton Hill,2,u,1000000.0,2017-11-11,3068.0,1.0,1.0,-37.791,144.9964,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Clifton Hill,2,h,1155000.0,2017-11-11,3068.0,1.0,1.0,-37.7943,144.9982,Northern Metropolitan,1M - 3M,2017,Spring,November
Clifton Hill,4,h,1910000.0,2017-11-11,3068.0,1.0,2.0,-37.7887,144.9981,Northern Metropolitan,1M - 3M,2017,Spring,November
Clifton Hill,2,h,1720000.0,2017-11-11,3068.0,1.0,1.0,-37.7886,145.0051,Northern Metropolitan,1M - 3M,2017,Spring,November
Coburg,3,h,1270000.0,2017-11-11,3058.0,2.0,2.0,-37.7536,144.9579,Northern Metropolitan,1M - 3M,2017,Spring,November
Coburg,2,h,1025000.0,2017-11-11,3058.0,1.0,2.0,-37.7434,144.96200000000005,Northern Metropolitan,1M - 3M,2017,Spring,November
Coburg,2,t,698000.0,2017-11-11,3058.0,1.0,1.0,-37.7367,144.9701,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Coburg,3,h,1215000.0,2017-11-11,3058.0,2.0,2.0,-37.7486,144.9539,Northern Metropolitan,1M - 3M,2017,Spring,November
Coburg,4,h,1480000.0,2017-11-11,3058.0,2.0,2.0,-37.7478,144.9671,Northern Metropolitan,1M - 3M,2017,Spring,November
Coburg North,3,h,822000.0,2017-11-11,3058.0,1.0,2.0,-37.7237,144.9585,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Collingwood,2,u,1287000.0,2017-11-11,3066.0,1.0,1.0,-37.8002,144.988,Northern Metropolitan,1M - 3M,2017,Spring,November
Craigieburn,3,h,520000.0,2017-11-11,3064.0,1.0,1.0,-37.5875,144.9184,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Craigieburn,4,h,530000.0,2017-11-11,3064.0,2.0,2.0,-37.5688,144.9016,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Craigieburn,3,h,570000.0,2017-11-11,3064.0,1.0,2.0,-37.5896,144.9315,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Craigieburn,3,h,528000.0,2017-11-11,3064.0,2.0,1.0,-37.6105,144.9379,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Craigieburn,4,h,648000.0,2017-11-11,3064.0,2.0,2.0,-37.5806,144.9095,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Craigieburn,3,h,460000.0,2017-11-11,3064.0,1.0,1.0,-37.5889,144.9297,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Craigieburn,5,h,741000.0,2017-11-11,3064.0,2.0,2.0,-37.5708,144.9245,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Cranbourne,3,h,521000.0,2017-11-11,3977.0,1.0,2.0,-38.0958,145.2799,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Cranbourne,4,h,663000.0,2017-11-11,3977.0,2.0,2.0,-38.0842,145.2887,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Croydon,2,u,590000.0,2017-11-11,3136.0,1.0,1.0,-37.794000000000004,145.2831,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Croydon,2,u,594500.0,2017-11-11,3136.0,1.0,1.0,-37.794000000000004,145.2831,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Croydon,2,h,935000.0,2017-11-11,3136.0,1.0,1.0,-37.7935,145.2896,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Croydon North,3,h,887000.0,2017-11-11,3136.0,2.0,2.0,-37.7677,145.2888,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Dallas,3,h,480888.0,2017-11-11,3047.0,1.0,3.0,-37.6706,144.9292,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Dandenong,4,h,760000.0,2017-11-11,3175.0,2.0,2.0,-37.9984,145.1962,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Dandenong North,3,u,602000.0,2017-11-11,3175.0,1.0,1.0,-37.9556,145.211,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Dandenong North,3,h,792000.0,2017-11-11,3175.0,2.0,2.0,-37.9466,145.2109,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Delahey,3,h,600000.0,2017-11-11,3037.0,2.0,2.0,-37.7171,144.7668,Western Metropolitan,0.1M - 1M,2017,Spring,November
Delahey,3,h,600000.0,2017-11-11,3037.0,2.0,2.0,-37.7183,144.7791,Western Metropolitan,0.1M - 1M,2017,Spring,November
Derrimut,4,h,748000.0,2017-11-11,3030.0,2.0,2.0,-37.7824,144.7638,Western Metropolitan,0.1M - 1M,2017,Spring,November
Diggers Rest,4,h,501000.0,2017-11-11,3427.0,2.0,2.0,-37.6242,144.7115,Western Metropolitan,0.1M - 1M,2017,Spring,November
Dingley Village,3,h,880000.0,2017-11-11,3172.0,1.0,1.0,-37.986,145.1213,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Dingley Village,4,h,890000.0,2017-11-11,3172.0,2.0,2.0,-37.9811,145.1266,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Dingley Village,2,h,646000.0,2017-11-11,3172.0,1.0,1.0,-37.9814,145.1286,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Doncaster,5,h,1500000.0,2017-11-11,3108.0,3.0,3.0,-37.79,145.1186,Eastern Metropolitan,1M - 3M,2017,Spring,November
Doncaster,4,h,1810000.0,2017-11-11,3108.0,2.0,4.0,-37.7796,145.1443,Eastern Metropolitan,1M - 3M,2017,Spring,November
Doncaster,4,h,2900000.0,2017-11-11,3108.0,2.0,2.0,-37.782,145.1244,Eastern Metropolitan,1M - 3M,2017,Spring,November
Doncaster East,4,h,1268000.0,2017-11-11,3109.0,2.0,2.0,-37.7818,145.1494,Eastern Metropolitan,1M - 3M,2017,Spring,November
Doncaster East,4,h,1250000.0,2017-11-11,3109.0,2.0,1.0,-37.7928,145.1642,Eastern Metropolitan,1M - 3M,2017,Spring,November
Doncaster East,4,h,1128000.0,2017-11-11,3109.0,2.0,2.0,-37.7913,145.1443,Eastern Metropolitan,1M - 3M,2017,Spring,November
Doncaster East,3,h,2260000.0,2017-11-11,3109.0,1.0,2.0,-37.7832,145.1618,Eastern Metropolitan,1M - 3M,2017,Spring,November
Donvale,4,h,1280000.0,2017-11-11,3111.0,2.0,2.0,-37.7739,145.181,Eastern Metropolitan,1M - 3M,2017,Spring,November
Doreen,3,h,578000.0,2017-11-11,3754.0,2.0,2.0,-37.5955,145.1137,Northern Victoria,0.1M - 1M,2017,Spring,November
Elsternwick,4,h,2201000.0,2017-11-11,3185.0,2.0,2.0,-37.8841,145.0103,Southern Metropolitan,1M - 3M,2017,Spring,November
Elsternwick,2,u,625250.0,2017-11-11,3185.0,1.0,1.0,-37.8864,145.0072,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Elsternwick,4,h,2800000.0,2017-11-11,3185.0,3.0,1.0,-37.8803,145.0045,Southern Metropolitan,1M - 3M,2017,Spring,November
Eltham,3,h,916500.0,2017-11-11,3095.0,2.0,1.0,-37.7151,145.1554,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Eltham,3,h,986000.0,2017-11-11,3095.0,1.0,1.0,-37.7131,145.1538,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Eltham,3,h,1055000.0,2017-11-11,3095.0,2.0,2.0,-37.7208,145.1505,Eastern Metropolitan,1M - 3M,2017,Spring,November
Eltham,3,u,676500.0,2017-11-11,3095.0,1.0,1.0,-37.7131,145.1538,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Eltham,3,h,1320000.0,2017-11-11,3095.0,2.0,3.0,-37.7288,145.1481,Eastern Metropolitan,1M - 3M,2017,Spring,November
Eltham,3,u,721000.0,2017-11-11,3095.0,1.0,1.0,-37.7131,145.1538,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Eltham,5,h,1000000.0,2017-11-11,3095.0,1.0,1.0,-37.7131,145.1538,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Eltham,3,u,1026000.0,2017-11-11,3095.0,1.0,1.0,-37.7131,145.1538,Eastern Metropolitan,1M - 3M,2017,Spring,November
Elwood,1,u,515000.0,2017-11-11,3184.0,1.0,1.0,-37.88,144.9873,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Endeavour Hills,5,h,880000.0,2017-11-11,3802.0,3.0,2.0,-37.9727,145.2679,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Epping,1,h,273000.0,2017-11-11,3076.0,1.0,1.0,-37.6396,145.0334,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Epping,4,h,652000.0,2017-11-11,3076.0,2.0,4.0,-37.644,145.0488,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Epping,3,h,584000.0,2017-11-11,3076.0,1.0,1.0,-37.6389,145.0502,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Epping,3,h,637000.0,2017-11-11,3076.0,2.0,1.0,-37.6504,145.0346,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Essendon,5,h,1820000.0,2017-11-11,3040.0,4.0,2.0,-37.7396,144.8953,Western Metropolitan,1M - 3M,2017,Spring,November
Essendon,2,u,540000.0,2017-11-11,3040.0,1.0,1.0,-37.7497,144.9091,Western Metropolitan,0.1M - 1M,2017,Spring,November
Essendon,2,u,590000.0,2017-11-11,3040.0,1.0,1.0,-37.7497,144.9091,Western Metropolitan,0.1M - 1M,2017,Spring,November
Fairfield,3,h,1535000.0,2017-11-11,3078.0,1.0,1.0,-37.7751,145.0178,Northern Metropolitan,1M - 3M,2017,Spring,November
Fawkner,3,h,723000.0,2017-11-11,3060.0,1.0,2.0,-37.7045,144.976,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Ferntree Gully,4,h,792000.0,2017-11-11,3156.0,2.0,1.0,-37.8738,145.2631,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Ferntree Gully,4,h,840000.0,2017-11-11,3156.0,3.0,2.0,-37.8909,145.2891,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Fitzroy,5,h,2790000.0,2017-11-11,3065.0,2.0,2.0,-37.8065,144.9768,Northern Metropolitan,1M - 3M,2017,Spring,November
Fitzroy,2,h,1180000.0,2017-11-11,3065.0,1.0,1.0,-37.794,144.977,Northern Metropolitan,1M - 3M,2017,Spring,November
Fitzroy,3,h,1670000.0,2017-11-11,3065.0,1.0,1.0,-37.7987,144.98,Northern Metropolitan,1M - 3M,2017,Spring,November
Fitzroy North,2,u,647000.0,2017-11-11,3068.0,1.0,1.0,-37.784,144.983,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Flemington,1,u,285000.0,2017-11-11,3031.0,1.0,1.0,-37.7845,144.9286,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Footscray,1,u,365000.0,2017-11-11,3011.0,1.0,1.0,-37.7959,144.8926,Western Metropolitan,0.1M - 1M,2017,Spring,November
Footscray,2,u,409000.0,2017-11-11,3011.0,1.0,1.0,-37.7959,144.8926,Western Metropolitan,0.1M - 1M,2017,Spring,November
Footscray,4,h,1095000.0,2017-11-11,3011.0,1.0,1.0,-37.7957,144.8832,Western Metropolitan,1M - 3M,2017,Spring,November
Footscray,2,t,685000.0,2017-11-11,3011.0,2.0,1.0,-37.7973,144.8913,Western Metropolitan,0.1M - 1M,2017,Spring,November
Forest Hill,2,u,762000.0,2017-11-11,3131.0,1.0,1.0,-37.8384,145.1675,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Forest Hill,4,h,1120000.0,2017-11-11,3131.0,2.0,0.0,-37.8451,145.1805,Eastern Metropolitan,1M - 3M,2017,Spring,November
Frankston,3,h,515000.0,2017-11-11,3199.0,1.0,3.0,-38.1509,145.1396,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Frankston,3,h,650000.0,2017-11-11,3199.0,2.0,2.0,-38.1576,145.1431,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Gardenvale,2,u,692000.0,2017-11-11,3185.0,1.0,1.0,-37.8984,145.0097,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Gladstone Park,3,h,631000.0,2017-11-11,3043.0,2.0,2.0,-37.6918,144.8919,Western Metropolitan,0.1M - 1M,2017,Spring,November
Glen Iris,2,u,605000.0,2017-11-11,3146.0,1.0,1.0,-37.8557,145.0652,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Glen Iris,2,u,742000.0,2017-11-11,3146.0,1.0,1.0,-37.8557,145.0652,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Glen Iris,2,h,805000.0,2017-11-11,3146.0,1.0,1.0,-37.8557,145.0652,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Glen Iris,2,u,845000.0,2017-11-11,3146.0,1.0,1.0,-37.8557,145.0652,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Glen Iris,2,u,759000.0,2017-11-11,3146.0,1.0,1.0,-37.8557,145.0652,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Glen Waverley,5,h,1950000.0,2017-11-11,3150.0,4.0,2.0,-37.8785,145.1529,Eastern Metropolitan,1M - 3M,2017,Spring,November
Glen Waverley,3,h,1100000.0,2017-11-11,3150.0,2.0,2.0,-37.8963,145.1559,Eastern Metropolitan,1M - 3M,2017,Spring,November
Glen Waverley,3,h,1335000.0,2017-11-11,3150.0,1.0,2.0,-37.8904,145.1597,Eastern Metropolitan,1M - 3M,2017,Spring,November
Glen Waverley,3,u,900000.0,2017-11-11,3150.0,1.0,1.0,-37.8835,145.1647,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Glen Waverley,4,h,1100000.0,2017-11-11,3150.0,2.0,3.0,-37.8906,145.18200000000004,Eastern Metropolitan,1M - 3M,2017,Spring,November
Glenroy,2,t,449000.0,2017-11-11,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Glenroy,3,h,680000.0,2017-11-11,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Glenroy,3,h,640000.0,2017-11-11,3046.0,1.0,2.0,-37.6968,144.9274,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Glenroy,1,u,296000.0,2017-11-11,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Glenroy,3,t,690000.0,2017-11-11,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Glenroy,3,h,885000.0,2017-11-11,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Glenroy,4,h,740000.0,2017-11-11,3046.0,1.0,1.0,-37.7032,144.9245,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Gowanbrae,4,h,830000.0,2017-11-11,3043.0,3.0,2.0,-37.6997,144.8999,Western Metropolitan,0.1M - 1M,2017,Spring,November
Greensborough,3,h,845000.0,2017-11-11,3088.0,2.0,2.0,-37.6913,145.1166,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Greensborough,3,t,652500.0,2017-11-11,3088.0,1.0,1.0,-37.7031,145.1038,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Greensborough,3,u,627000.0,2017-11-11,3088.0,1.0,1.0,-37.7031,145.1038,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Hampton,3,h,1725000.0,2017-11-11,3188.0,1.0,1.0,-37.9383,145.01,Southern Metropolitan,1M - 3M,2017,Spring,November
Hampton,5,h,2200000.0,2017-11-11,3188.0,3.0,2.0,-37.9437,145.0141,Southern Metropolitan,1M - 3M,2017,Spring,November
Hampton East,4,h,1615000.0,2017-11-11,3188.0,1.0,2.0,-37.9381,145.0262,Southern Metropolitan,1M - 3M,2017,Spring,November
Hampton East,4,h,1467000.0,2017-11-11,3188.0,2.0,2.0,-37.9433,145.0377,Southern Metropolitan,1M - 3M,2017,Spring,November
Hampton East,3,t,1055000.0,2017-11-11,3188.0,1.0,1.0,-37.939,145.0311,Southern Metropolitan,1M - 3M,2017,Spring,November
Hampton East,3,h,1246000.0,2017-11-11,3188.0,2.0,3.0,-37.9436,145.0284,Southern Metropolitan,1M - 3M,2017,Spring,November
Hawthorn,1,u,450000.0,2017-11-11,3122.0,1.0,1.0,-37.8225,145.0311,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Hawthorn,3,h,2650000.0,2017-11-11,3122.0,2.0,2.0,-37.8145,145.0239,Southern Metropolitan,1M - 3M,2017,Spring,November
Hawthorn,2,u,550000.0,2017-11-11,3122.0,1.0,1.0,-37.8225,145.0311,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Hawthorn,1,u,480000.0,2017-11-11,3122.0,1.0,1.0,-37.8225,145.0311,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Hawthorn,1,u,421500.0,2017-11-11,3122.0,1.0,1.0,-37.8225,145.0311,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Hawthorn East,2,u,700000.0,2017-11-11,3123.0,1.0,1.0,-37.8299,145.0511,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Hawthorn East,4,h,2250000.0,2017-11-11,3123.0,3.0,2.0,-37.8335,145.0481,Southern Metropolitan,1M - 3M,2017,Spring,November
Hawthorn East,2,h,1090000.0,2017-11-11,3123.0,1.0,1.0,-37.8236,145.0509,Southern Metropolitan,1M - 3M,2017,Spring,November
Heathmont,4,h,1126000.0,2017-11-11,3135.0,2.0,3.0,-37.8312,145.2445,Eastern Metropolitan,1M - 3M,2017,Spring,November
Heidelberg Heights,2,u,517000.0,2017-11-11,3081.0,1.0,1.0,-37.7419,145.0531,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Heidelberg Heights,2,h,1190000.0,2017-11-11,3081.0,1.0,2.0,-37.734,145.0599,Eastern Metropolitan,1M - 3M,2017,Spring,November
Heidelberg West,3,h,860000.0,2017-11-11,3081.0,1.0,1.0,-37.7357,145.0464,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Highett,3,u,980000.0,2017-11-11,3190.0,2.0,4.0,-37.956,145.0542,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Highett,3,h,1045000.0,2017-11-11,3190.0,1.0,1.0,-37.9495,145.0368,Southern Metropolitan,1M - 3M,2017,Spring,November
Hillside,3,h,660000.0,2017-11-11,3037.0,2.0,2.0,-37.6894,144.736,Western Metropolitan,0.1M - 1M,2017,Spring,November
Hillside,4,h,550000.0,2017-11-11,3037.0,2.0,2.0,-37.7019,144.747,Western Metropolitan,0.1M - 1M,2017,Spring,November
Hoppers Crossing,4,h,551500.0,2017-11-11,3029.0,2.0,4.0,-37.8484,144.6748,Western Metropolitan,0.1M - 1M,2017,Spring,November
Hoppers Crossing,3,h,543000.0,2017-11-11,3029.0,1.0,2.0,-37.8591,144.6812,Western Metropolitan,0.1M - 1M,2017,Spring,November
Hoppers Crossing,3,h,535200.0,2017-11-11,3029.0,2.0,2.0,-37.85,144.6726,Western Metropolitan,0.1M - 1M,2017,Spring,November
Hoppers Crossing,3,h,468000.0,2017-11-11,3029.0,1.0,2.0,-37.8796,144.6877,Western Metropolitan,0.1M - 1M,2017,Spring,November
Hoppers Crossing,3,h,585000.0,2017-11-11,3029.0,3.0,3.0,-37.8512,144.6753,Western Metropolitan,0.1M - 1M,2017,Spring,November
Hoppers Crossing,3,h,525000.0,2017-11-11,3029.0,2.0,3.0,-37.8637,144.7088,Western Metropolitan,0.1M - 1M,2017,Spring,November
Hughesdale,3,h,1407000.0,2017-11-11,3166.0,3.0,4.0,-37.8997,145.0812,Southern Metropolitan,1M - 3M,2017,Spring,November
Ivanhoe,3,h,1465000.0,2017-11-11,3079.0,2.0,2.0,-37.7571,145.05,Eastern Metropolitan,1M - 3M,2017,Spring,November
Ivanhoe,4,h,1865000.0,2017-11-11,3079.0,2.0,1.0,-37.7743,145.0407,Eastern Metropolitan,1M - 3M,2017,Spring,November
Keilor Downs,3,h,637500.0,2017-11-11,3038.0,1.0,1.0,-37.723,144.8113,Western Metropolitan,0.1M - 1M,2017,Spring,November
Keilor East,2,h,705000.0,2017-11-11,3033.0,1.0,1.0,-37.742,144.8658,Western Metropolitan,0.1M - 1M,2017,Spring,November
Keilor East,4,h,810000.0,2017-11-11,3033.0,2.0,2.0,-37.7475,144.8501,Western Metropolitan,0.1M - 1M,2017,Spring,November
Keilor East,3,h,755000.0,2017-11-11,3033.0,1.0,1.0,-37.7303,144.869,Western Metropolitan,0.1M - 1M,2017,Spring,November
Keilor East,3,h,965000.0,2017-11-11,3033.0,2.0,2.0,-37.7398,144.8773,Western Metropolitan,0.1M - 1M,2017,Spring,November
Keilor Lodge,3,h,670000.0,2017-11-11,3038.0,1.0,1.0,-37.699,144.7976,Western Metropolitan,0.1M - 1M,2017,Spring,November
Kew,2,u,793000.0,2017-11-11,3101.0,1.0,1.0,-37.8049,145.0399,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Kew,2,u,690000.0,2017-11-11,3101.0,1.0,1.0,-37.8049,145.0399,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Kew,2,h,1341000.0,2017-11-11,3101.0,1.0,2.0,-37.8008,145.0374,Southern Metropolitan,1M - 3M,2017,Spring,November
Kew,2,u,850000.0,2017-11-11,3101.0,1.0,1.0,-37.8049,145.0399,Southern Metropolitan,0.1M - 1M,2017,Spring,November
Kew,4,h,2000000.0,2017-11-11,3101.0,2.0,2.0,-37.7974,145.0337,Southern Metropolitan,1M - 3M,2017,Spring,November
Kew East,3,h,1975000.0,2017-11-11,3102.0,2.0,5.0,-37.7956,145.0554,Southern Metropolitan,1M - 3M,2017,Spring,November
Kew East,3,t,1080000.0,2017-11-11,3102.0,1.0,1.0,-37.7939,145.0529,Southern Metropolitan,1M - 3M,2017,Spring,November
Keysborough,4,h,920000.0,2017-11-11,3173.0,2.0,2.0,-38.0076,145.1722,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Keysborough,4,h,885000.0,2017-11-11,3173.0,2.0,2.0,-38.0029,145.1645,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Keysborough,3,h,751000.0,2017-11-11,3173.0,1.0,2.0,-37.9873,145.1552,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Keysborough,3,h,792000.0,2017-11-11,3173.0,2.0,1.0,-37.9831,145.1666,South-Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Keysborough,4,h,1051500.0,2017-11-11,3173.0,2.0,2.0,-38.0092,145.1696,South-Eastern Metropolitan,1M - 3M,2017,Spring,November
Kilsyth,4,h,906000.0,2017-11-11,3137.0,2.0,4.0,-37.8039,145.3203,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Kilsyth,3,h,757500.0,2017-11-11,3137.0,2.0,2.0,-37.8053,145.3353,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Kingsville,3,u,583000.0,2017-11-11,3012.0,1.0,1.0,-37.8089,144.8804,Western Metropolitan,0.1M - 1M,2017,Spring,November
Knoxfield,6,h,920000.0,2017-11-11,3180.0,1.0,1.0,-37.8826,145.2492,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Lalor,3,h,808000.0,2017-11-11,3075.0,1.0,2.0,-37.6738,145.0198,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Lalor,4,h,695000.0,2017-11-11,3075.0,2.0,2.0,-37.6675,144.9947,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Lalor,4,h,642000.0,2017-11-11,3075.0,3.0,2.0,-37.6589,144.9987,Northern Metropolitan,0.1M - 1M,2017,Spring,November
Lower Plenty,3,h,900000.0,2017-11-11,3093.0,2.0,3.0,-37.7284,145.1187,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Lower Plenty,2,u,460000.0,2017-11-11,3093.0,1.0,1.0,-37.7274,145.1181,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Lower Plenty,2,u,580000.0,2017-11-11,3093.0,1.0,1.0,-37.7274,145.1181,Eastern Metropolitan,0.1M - 1M,2017,Spring,November
Macleod,2,u,630000.0,2017-11-11,3085.0,1.0,1.0,-37.7259,145.0692,Northern Metropolitan,0.1M - 1M,2017,Spring,November
